ZIP Code,State Abbr,REEDS-GEA,BA,PADD,Technobasin,cambium_gea
30536,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30537,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30538,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30539,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30540,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30541,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30542,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30543,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30545,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30546,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30547,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30548,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30549,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30552,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30553,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30554,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30555,GA,p94,Tennessee Valley Authority,PADD 1,Appalachian,SERTP
30557,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30558,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30559,GA,p94,Tennessee Valley Authority,PADD 1,Appalachian,SERTP
30560,GA,p94,Tennessee Valley Authority,PADD 1,Appalachian,SERTP
30562,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30563,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30564,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30565,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30566,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30567,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30568,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30571,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30572,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30573,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30575,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30576,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30577,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30580,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30581,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30582,GA,p94,Tennessee Valley Authority,PADD 1,Appalachian,SERTP
30597,GA,p94,Tennessee Valley Authority,PADD 1,Appalachian,SERTP
30598,GA,p94,Tennessee Valley Authority,PADD 1,Appalachian,SERTP
30599,GA,p94,Tennessee Valley Authority,PADD 1,Appalachian,SERTP
30601,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30602,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30603,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30604,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30605,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30606,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30607,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30608,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30609,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30612,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30619,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30620,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30621,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30622,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30623,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30624,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30625,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30627,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30628,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30629,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30630,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30631,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30633,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30634,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30635,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30638,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30639,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30641,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30642,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30643,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30645,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30646,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30647,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30648,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30650,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30655,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30656,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30660,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30662,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30663,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30664,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30665,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30666,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30667,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30668,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30669,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30671,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30673,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30677,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30678,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30680,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30683,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30701,GA,p94,Tennessee Valley Authority,PADD 1,Appalachian,SERTP
30703,GA,p94,Tennessee Valley Authority,PADD 1,Appalachian,SERTP
30705,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30707,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30708,GA,p94,Tennessee Valley Authority,PADD 1,Appalachian,SERTP
30710,GA,p94,Tennessee Valley Authority,PADD 1,Appalachian,SERTP
30711,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30719,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30720,GA,p94,Tennessee Valley Authority,PADD 1,Appalachian,SERTP
30721,GA,p94,Tennessee Valley Authority,PADD 1,Appalachian,SERTP
30722,GA,p94,Tennessee Valley Authority,PADD 1,Appalachian,SERTP
30724,GA,p94,Tennessee Valley Authority,PADD 1,Appalachian,SERTP
30725,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30726,GA,p94,Tennessee Valley Authority,PADD 1,Appalachian,SERTP
30728,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30730,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30731,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30732,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30733,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30734,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30735,GA,p94,Tennessee Valley Authority,PADD 1,Appalachian,SERTP
30736,GA,p94,Tennessee Valley Authority,PADD 1,Appalachian,SERTP
30738,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30739,GA,p94,Tennessee Valley Authority,PADD 1,Appalachian,SERTP
30740,GA,p94,Tennessee Valley Authority,PADD 1,Appalachian,SERTP
30741,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30742,GA,p94,Tennessee Valley Authority,PADD 1,Appalachian,SERTP
30746,GA,p94,Tennessee Valley Authority,PADD 1,Appalachian,SERTP
30747,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30750,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30751,GA,p94,Tennessee Valley Authority,PADD 1,Appalachian,SERTP
30752,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30753,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30755,GA,p94,Tennessee Valley Authority,PADD 1,Appalachian,SERTP
30756,GA,p94,Tennessee Valley Authority,PADD 1,Appalachian,SERTP
30757,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30802,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30803,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30805,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30806,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30807,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30808,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30809,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30810,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30811,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30812,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30813,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30814,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30815,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30816,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30817,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30818,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30819,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30820,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30821,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30822,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30823,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30824,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30828,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30830,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30833,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30901,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30903,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30904,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30905,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30906,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30907,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30909,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30912,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30914,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30916,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30917,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30919,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
30999,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31001,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31002,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31003,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31004,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31005,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31006,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31007,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31008,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31009,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31010,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31011,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31012,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31013,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31014,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31015,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31016,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31017,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31018,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31019,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31020,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31021,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31022,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31023,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31024,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31025,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31026,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31027,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31028,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31029,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31030,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31031,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31032,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31033,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31034,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31035,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31036,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31037,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31038,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31039,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31040,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31041,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31042,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31044,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31045,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31046,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31047,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31049,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31050,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31051,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31052,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31054,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31055,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31057,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31058,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31059,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31060,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31061,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31062,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31063,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31064,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31065,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31066,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31067,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31068,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31069,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31070,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31071,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31072,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31075,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31076,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31077,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31078,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31079,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31081,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31082,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31083,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31084,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31085,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31086,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31087,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31088,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31089,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31090,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31091,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31092,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31093,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31094,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31095,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31096,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31097,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31098,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31099,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31106,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31107,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31119,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31126,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31131,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31136,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31139,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31141,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31144,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31145,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31146,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31150,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31156,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31169,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31192,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31193,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31195,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31196,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31201,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31202,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31203,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31204,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31205,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31206,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31207,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31208,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31209,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31210,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31211,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31213,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31216,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31217,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31220,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31221,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31294,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31295,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31296,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31297,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31301,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31302,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31303,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31304,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31305,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31307,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31308,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31309,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31310,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31312,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31313,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31314,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31315,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31316,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31318,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31319,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31320,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31321,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31322,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31323,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31324,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31326,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31327,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31328,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31329,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31331,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31333,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31401,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31402,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31403,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31404,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31405,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31406,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31407,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31408,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31409,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31410,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31411,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31412,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31414,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31415,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31416,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31418,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31419,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31420,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31421,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31501,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31502,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31503,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31510,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31512,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31513,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31515,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
31516,GA,p94,"Southern Company Services, Inc.",PADD 1,Appalachian,SERTP
