release year,reeds,case,rate,Year,kg CO2 eq / MWh
2024,p67,mid-case,avg,2040,123.1
2024,p67,mid-case,avg,2041,122.82
2024,p67,mid-case,avg,2042,122.54
2024,p67,mid-case,avg,2043,122.26
2024,p67,mid-case,avg,2044,121.98
2024,p67,mid-case,avg,2045,121.7
2024,p67,mid-case,avg,2046,128.16
2024,p67,mid-case,avg,2047,134.62
2024,p67,mid-case,avg,2048,141.08
2024,p67,mid-case,avg,2049,147.54
2024,p67,mid-case,avg,2050,154
2024,p67,mid-case,avg,2051,160.46
2024,p67,mid-case,avg,2052,166.92
2024,p67,mid-case,avg,2053,173.38
2024,p68,mid-case,avg,2024,140.22
2024,p68,mid-case,avg,2025,128.2
2024,p68,mid-case,avg,2026,116.18
2024,p68,mid-case,avg,2027,104.16
2024,p68,mid-case,avg,2028,92.14
2024,p68,mid-case,avg,2029,80.12
2024,p68,mid-case,avg,2030,68.1
2024,p68,mid-case,avg,2031,63.38
2024,p68,mid-case,avg,2032,58.66
2024,p68,mid-case,avg,2033,53.94
2024,p68,mid-case,avg,2034,49.22
2024,p68,mid-case,avg,2035,44.5
2024,p68,mid-case,avg,2036,35.6
2024,p68,mid-case,avg,2037,26.7
2024,p68,mid-case,avg,2038,17.8
2024,p68,mid-case,avg,2039,8.9
2024,p68,mid-case,avg,2040,0
2024,p68,mid-case,avg,2041,0
2024,p68,mid-case,avg,2042,0
2024,p68,mid-case,avg,2043,0
2024,p68,mid-case,avg,2044,0
2024,p68,mid-case,avg,2045,0
2024,p68,mid-case,avg,2046,0
2024,p68,mid-case,avg,2047,0
2024,p68,mid-case,avg,2048,0
2024,p68,mid-case,avg,2049,0
2024,p68,mid-case,avg,2050,0
2024,p68,mid-case,avg,2051,0
2024,p68,mid-case,avg,2052,0
2024,p68,mid-case,avg,2053,0
2024,p69,mid-case,avg,2024,210.82
2024,p69,mid-case,avg,2025,187.6
2024,p69,mid-case,avg,2026,164.38
2024,p69,mid-case,avg,2027,141.16
2024,p69,mid-case,avg,2028,117.94
2024,p69,mid-case,avg,2029,94.72
2024,p69,mid-case,avg,2030,71.5
2024,p69,mid-case,avg,2031,65.84
2024,p69,mid-case,avg,2032,60.18
2024,p69,mid-case,avg,2033,54.52
2024,p69,mid-case,avg,2034,48.86
2024,p69,mid-case,avg,2035,43.2
2024,p69,mid-case,avg,2036,40.84
2024,p69,mid-case,avg,2037,38.48
2024,p69,mid-case,avg,2038,36.12
2024,p69,mid-case,avg,2039,33.76
2024,p69,mid-case,avg,2040,31.4
2024,p69,mid-case,avg,2041,29.62
2024,p69,mid-case,avg,2042,27.84
2024,p69,mid-case,avg,2043,26.06
2024,p69,mid-case,avg,2044,24.28
2024,p69,mid-case,avg,2045,22.5
2024,p69,mid-case,avg,2046,22.08
2024,p69,mid-case,avg,2047,21.66
2024,p69,mid-case,avg,2048,21.24
2024,p69,mid-case,avg,2049,20.82
2024,p69,mid-case,avg,2050,20.4
2024,p69,mid-case,avg,2051,19.98
2024,p69,mid-case,avg,2052,19.56
2024,p69,mid-case,avg,2053,19.14
2024,p70,mid-case,avg,2024,338.78
2024,p70,mid-case,avg,2025,306.1
2024,p70,mid-case,avg,2026,273.42
2024,p70,mid-case,avg,2027,240.74
2024,p70,mid-case,avg,2028,208.06
2024,p70,mid-case,avg,2029,175.38
2024,p70,mid-case,avg,2030,142.7
2024,p70,mid-case,avg,2031,131.14
2024,p70,mid-case,avg,2032,119.58
2024,p70,mid-case,avg,2033,108.02
2024,p70,mid-case,avg,2034,96.46
2024,p70,mid-case,avg,2035,84.9
2024,p70,mid-case,avg,2036,82.02
2024,p70,mid-case,avg,2037,79.14
2024,p70,mid-case,avg,2038,76.26
2024,p70,mid-case,avg,2039,73.38
2024,p70,mid-case,avg,2040,70.5
2024,p70,mid-case,avg,2041,66.26
2024,p70,mid-case,avg,2042,62.02
2024,p70,mid-case,avg,2043,57.78
2024,p70,mid-case,avg,2044,53.54
2024,p70,mid-case,avg,2045,49.3
2024,p70,mid-case,avg,2046,49.42
2024,p70,mid-case,avg,2047,49.54
2024,p70,mid-case,avg,2048,49.66
2024,p70,mid-case,avg,2049,49.78
2024,p70,mid-case,avg,2050,49.9
2024,p70,mid-case,avg,2051,50.02
2024,p70,mid-case,avg,2052,50.14
2024,p70,mid-case,avg,2053,50.26
2024,p71,mid-case,avg,2024,156.14
2024,p71,mid-case,avg,2025,140.8
2024,p71,mid-case,avg,2026,125.46
2024,p71,mid-case,avg,2027,110.12
2024,p71,mid-case,avg,2028,94.78
2024,p71,mid-case,avg,2029,79.44
2024,p71,mid-case,avg,2030,64.1
2024,p71,mid-case,avg,2031,55.5
2024,p71,mid-case,avg,2032,46.9
2024,p71,mid-case,avg,2033,38.3
2024,p71,mid-case,avg,2034,29.7
2024,p71,mid-case,avg,2035,21.1
2024,p71,mid-case,avg,2036,20.58
2024,p71,mid-case,avg,2037,20.06
2024,p71,mid-case,avg,2038,19.54
2024,p71,mid-case,avg,2039,19.02
2024,p71,mid-case,avg,2040,18.5
2024,p71,mid-case,avg,2041,17
2024,p71,mid-case,avg,2042,15.5
2024,p71,mid-case,avg,2043,14
2024,p71,mid-case,avg,2044,12.5
2024,p71,mid-case,avg,2045,11
2024,p71,mid-case,avg,2046,10.8
2024,p71,mid-case,avg,2047,10.6
2024,p71,mid-case,avg,2048,10.4
2024,p71,mid-case,avg,2049,10.2
2024,p71,mid-case,avg,2050,10
2024,p71,mid-case,avg,2051,9.8
2024,p71,mid-case,avg,2052,9.6
2024,p71,mid-case,avg,2053,9.4
2024,p72,mid-case,avg,2024,847.98
2024,p72,mid-case,avg,2025,763.2
2024,p72,mid-case,avg,2026,678.42
2024,p72,mid-case,avg,2027,593.64
2024,p72,mid-case,avg,2028,508.86
2024,p72,mid-case,avg,2029,424.08
2024,p72,mid-case,avg,2030,339.3
2024,p72,mid-case,avg,2031,327.38
2024,p72,mid-case,avg,2032,315.46
2024,p72,mid-case,avg,2033,303.54
2024,p72,mid-case,avg,2034,291.62
2024,p72,mid-case,avg,2035,279.7
2024,p72,mid-case,avg,2036,263.26
2024,p72,mid-case,avg,2037,246.82
2024,p72,mid-case,avg,2038,230.38
2024,p72,mid-case,avg,2039,213.94
2024,p72,mid-case,avg,2040,197.5
2024,p72,mid-case,avg,2041,180.34
2024,p72,mid-case,avg,2042,163.18
2024,p72,mid-case,avg,2043,146.02
2024,p72,mid-case,avg,2044,128.86
2024,p72,mid-case,avg,2045,111.7
2024,p72,mid-case,avg,2046,98.54
2024,p72,mid-case,avg,2047,85.38
2024,p72,mid-case,avg,2048,72.22
2024,p72,mid-case,avg,2049,59.06
2024,p72,mid-case,avg,2050,45.9
2024,p72,mid-case,avg,2051,32.74
2024,p72,mid-case,avg,2052,19.58
2024,p72,mid-case,avg,2053,6.42000000000001
2024,p73,mid-case,avg,2024,406
2024,p73,mid-case,avg,2025,353.9
2024,p73,mid-case,avg,2026,301.8
2024,p73,mid-case,avg,2027,249.7
2024,p73,mid-case,avg,2028,197.6
2024,p73,mid-case,avg,2029,145.5
2024,p73,mid-case,avg,2030,93.4
2024,p73,mid-case,avg,2031,89.26
2024,p73,mid-case,avg,2032,85.12
2024,p73,mid-case,avg,2033,80.98
2024,p73,mid-case,avg,2034,76.84
2024,p73,mid-case,avg,2035,72.7
2024,p73,mid-case,avg,2036,68.28
2024,p73,mid-case,avg,2037,63.86
2024,p73,mid-case,avg,2038,59.44
2024,p73,mid-case,avg,2039,55.02
2024,p73,mid-case,avg,2040,50.6
2024,p73,mid-case,avg,2041,45.3
2024,p73,mid-case,avg,2042,40
2024,p73,mid-case,avg,2043,34.7
2024,p73,mid-case,avg,2044,29.4
2024,p73,mid-case,avg,2045,24.1
2024,p73,mid-case,avg,2046,21.66
2024,p73,mid-case,avg,2047,19.22
2024,p73,mid-case,avg,2048,16.78
2024,p73,mid-case,avg,2049,14.34
2024,p73,mid-case,avg,2050,11.9
2024,p73,mid-case,avg,2051,9.46
2024,p73,mid-case,avg,2052,7.02
2024,p73,mid-case,avg,2053,4.58
2024,p74,mid-case,avg,2024,74.34
2024,p74,mid-case,avg,2025,66.8
2024,p74,mid-case,avg,2026,59.26
2024,p74,mid-case,avg,2027,51.72
2024,p74,mid-case,avg,2028,44.18
2024,p74,mid-case,avg,2029,36.64
2024,p74,mid-case,avg,2030,29.1
2024,p74,mid-case,avg,2031,26.68
2024,p74,mid-case,avg,2032,24.26
2024,p74,mid-case,avg,2033,21.84
2024,p74,mid-case,avg,2034,19.42
2024,p74,mid-case,avg,2035,17
2024,p74,mid-case,avg,2036,16.04
2024,p74,mid-case,avg,2037,15.08
2024,p74,mid-case,avg,2038,14.12
2024,p74,mid-case,avg,2039,13.16
2024,p74,mid-case,avg,2040,12.2
2024,p74,mid-case,avg,2041,12.28
2024,p74,mid-case,avg,2042,12.36
2024,p74,mid-case,avg,2043,12.44
2024,p74,mid-case,avg,2044,12.52
2024,p74,mid-case,avg,2045,12.6
2024,p74,mid-case,avg,2046,13.34
2024,p74,mid-case,avg,2047,14.08
2024,p74,mid-case,avg,2048,14.82
2024,p74,mid-case,avg,2049,15.56
2024,p74,mid-case,avg,2050,16.3
2024,p74,mid-case,avg,2051,17.04
2024,p74,mid-case,avg,2052,17.78
2024,p74,mid-case,avg,2053,18.52
2024,p75,mid-case,avg,2024,308.94
2024,p75,mid-case,avg,2025,269.8
2024,p75,mid-case,avg,2026,230.66
2024,p75,mid-case,avg,2027,191.52
2024,p75,mid-case,avg,2028,152.38
2024,p75,mid-case,avg,2029,113.24
2024,p75,mid-case,avg,2030,74.1
2024,p75,mid-case,avg,2031,71.6
2024,p75,mid-case,avg,2032,69.1
2024,p75,mid-case,avg,2033,66.6
2024,p75,mid-case,avg,2034,64.1
2024,p75,mid-case,avg,2035,61.6
2024,p75,mid-case,avg,2036,60.44
2024,p75,mid-case,avg,2037,59.28
2024,p75,mid-case,avg,2038,58.12
2024,p75,mid-case,avg,2039,56.96
2024,p75,mid-case,avg,2040,55.8
2024,p75,mid-case,avg,2041,60.08
2024,p75,mid-case,avg,2042,64.36
2024,p75,mid-case,avg,2043,68.64
2024,p75,mid-case,avg,2044,72.92
2024,p75,mid-case,avg,2045,77.2
2024,p75,mid-case,avg,2046,77.62
2024,p75,mid-case,avg,2047,78.04
2024,p75,mid-case,avg,2048,78.46
2024,p75,mid-case,avg,2049,78.88
2024,p75,mid-case,avg,2050,79.3
2024,p75,mid-case,avg,2051,79.72
2024,p75,mid-case,avg,2052,80.14
2024,p75,mid-case,avg,2053,80.56
2024,p76,mid-case,avg,2024,209.36
2024,p76,mid-case,avg,2025,185
2024,p76,mid-case,avg,2026,160.64
2024,p76,mid-case,avg,2027,136.28
2024,p76,mid-case,avg,2028,111.92
2024,p76,mid-case,avg,2029,87.56
2024,p76,mid-case,avg,2030,63.2
2024,p76,mid-case,avg,2031,56.68
2024,p76,mid-case,avg,2032,50.16
2024,p76,mid-case,avg,2033,43.64
2024,p76,mid-case,avg,2034,37.12
2024,p76,mid-case,avg,2035,30.6
2024,p76,mid-case,avg,2036,28.62
2024,p76,mid-case,avg,2037,26.64
2024,p76,mid-case,avg,2038,24.66
2024,p76,mid-case,avg,2039,22.68
2024,p76,mid-case,avg,2040,20.7
2024,p76,mid-case,avg,2041,20.52
2024,p76,mid-case,avg,2042,20.34
2024,p76,mid-case,avg,2043,20.16
2024,p76,mid-case,avg,2044,19.98
2024,p76,mid-case,avg,2045,19.8
2024,p76,mid-case,avg,2046,21.4
2024,p76,mid-case,avg,2047,23
2024,p76,mid-case,avg,2048,24.6
2024,p76,mid-case,avg,2049,26.2
2024,p76,mid-case,avg,2050,27.8
2024,p76,mid-case,avg,2051,29.4
2024,p76,mid-case,avg,2052,31
2024,p76,mid-case,avg,2053,32.6
2024,p77,mid-case,avg,2024,118
2024,p77,mid-case,avg,2025,105.3
2024,p77,mid-case,avg,2026,92.6
2024,p77,mid-case,avg,2027,79.9
2024,p77,mid-case,avg,2028,67.2
2024,p77,mid-case,avg,2029,54.5
2024,p77,mid-case,avg,2030,41.8
2024,p77,mid-case,avg,2031,38.1
2024,p77,mid-case,avg,2032,34.4
2024,p77,mid-case,avg,2033,30.7
2024,p77,mid-case,avg,2034,27
2024,p77,mid-case,avg,2035,23.3
2024,p77,mid-case,avg,2036,22.36
2024,p77,mid-case,avg,2037,21.42
2024,p77,mid-case,avg,2038,20.48
2024,p77,mid-case,avg,2039,19.54
2024,p77,mid-case,avg,2040,18.6
2024,p77,mid-case,avg,2041,17.72
2024,p77,mid-case,avg,2042,16.84
2024,p77,mid-case,avg,2043,15.96
2024,p77,mid-case,avg,2044,15.08
2024,p77,mid-case,avg,2045,14.2
2024,p77,mid-case,avg,2046,17.32
2024,p77,mid-case,avg,2047,20.44
2024,p77,mid-case,avg,2048,23.56
2024,p77,mid-case,avg,2049,26.68
2024,p77,mid-case,avg,2050,29.8
2024,p77,mid-case,avg,2051,32.92
2024,p77,mid-case,avg,2052,36.04
2024,p77,mid-case,avg,2053,39.16
2024,p78,mid-case,avg,2024,302.04
2024,p78,mid-case,avg,2025,277.1
2024,p78,mid-case,avg,2026,252.16
2024,p78,mid-case,avg,2027,227.22
2024,p78,mid-case,avg,2028,202.28
2024,p78,mid-case,avg,2029,177.34
2024,p78,mid-case,avg,2030,152.4
2024,p78,mid-case,avg,2031,138.94
2024,p78,mid-case,avg,2032,125.48
2024,p78,mid-case,avg,2033,112.02
2024,p78,mid-case,avg,2034,98.56
2024,p78,mid-case,avg,2035,85.1
2024,p78,mid-case,avg,2036,79.32
2024,p78,mid-case,avg,2037,73.54
2024,p78,mid-case,avg,2038,67.76
2024,p78,mid-case,avg,2039,61.98
2024,p78,mid-case,avg,2040,56.2
2024,p78,mid-case,avg,2041,56.74
2024,p78,mid-case,avg,2042,57.28
2024,p78,mid-case,avg,2043,57.82
2024,p78,mid-case,avg,2044,58.36
2024,p78,mid-case,avg,2045,58.9
2024,p78,mid-case,avg,2046,62.06
2024,p78,mid-case,avg,2047,65.22
2024,p78,mid-case,avg,2048,68.38
2024,p78,mid-case,avg,2049,71.54
2024,p78,mid-case,avg,2050,74.7
2024,p78,mid-case,avg,2051,77.86
2024,p78,mid-case,avg,2052,81.02
2024,p78,mid-case,avg,2053,84.18
2024,p79,mid-case,avg,2024,424.6
2024,p79,mid-case,avg,2025,376
2024,p79,mid-case,avg,2026,327.4
2024,p79,mid-case,avg,2027,278.8
2024,p79,mid-case,avg,2028,230.2
2024,p79,mid-case,avg,2029,181.6
2024,p79,mid-case,avg,2030,133
2024,p79,mid-case,avg,2031,122.82
2024,p79,mid-case,avg,2032,112.64
2024,p79,mid-case,avg,2033,102.46
2024,p79,mid-case,avg,2034,92.28
2024,p79,mid-case,avg,2035,82.1
2024,p79,mid-case,avg,2036,79.62
2024,p79,mid-case,avg,2037,77.14
2024,p79,mid-case,avg,2038,74.66
2024,p79,mid-case,avg,2039,72.18
2024,p79,mid-case,avg,2040,69.7
2024,p79,mid-case,avg,2041,70.32
2024,p79,mid-case,avg,2042,70.94
2024,p79,mid-case,avg,2043,71.56
2024,p79,mid-case,avg,2044,72.18
2024,p79,mid-case,avg,2045,72.8
2024,p79,mid-case,avg,2046,78.5
2024,p79,mid-case,avg,2047,84.2
2024,p79,mid-case,avg,2048,89.9
2024,p79,mid-case,avg,2049,95.6
2024,p79,mid-case,avg,2050,101.3
2024,p79,mid-case,avg,2051,107
2024,p79,mid-case,avg,2052,112.7
2024,p79,mid-case,avg,2053,118.4
2024,p80,mid-case,avg,2024,186.28
2024,p80,mid-case,avg,2025,170.6
2024,p80,mid-case,avg,2026,154.92
2024,p80,mid-case,avg,2027,139.24
2024,p80,mid-case,avg,2028,123.56
2024,p80,mid-case,avg,2029,107.88
2024,p80,mid-case,avg,2030,92.2
2024,p80,mid-case,avg,2031,86.98
2024,p80,mid-case,avg,2032,81.76
2024,p80,mid-case,avg,2033,76.54
2024,p80,mid-case,avg,2034,71.32
2024,p80,mid-case,avg,2035,66.1
2024,p80,mid-case,avg,2036,63.5
2024,p80,mid-case,avg,2037,60.9
2024,p80,mid-case,avg,2038,58.3
2024,p80,mid-case,avg,2039,55.7
2024,p80,mid-case,avg,2040,53.1
2024,p80,mid-case,avg,2041,46.1
2024,p80,mid-case,avg,2042,39.1
2024,p80,mid-case,avg,2043,32.1
2024,p80,mid-case,avg,2044,25.1
2024,p80,mid-case,avg,2045,18.1
2024,p80,mid-case,avg,2046,19.04
2024,p80,mid-case,avg,2047,19.98
2024,p80,mid-case,avg,2048,20.92
2024,p80,mid-case,avg,2049,21.86
2024,p80,mid-case,avg,2050,22.8
2024,p80,mid-case,avg,2051,23.74
2024,p80,mid-case,avg,2052,24.68
2024,p80,mid-case,avg,2053,25.62
2024,p81,mid-case,avg,2024,281.46
2024,p81,mid-case,avg,2025,250.5
2024,p81,mid-case,avg,2026,219.54
2024,p81,mid-case,avg,2027,188.58
2024,p81,mid-case,avg,2028,157.62
2024,p81,mid-case,avg,2029,126.66
2024,p81,mid-case,avg,2030,95.7
2024,p81,mid-case,avg,2031,89.92
2024,p81,mid-case,avg,2032,84.14
2024,p81,mid-case,avg,2033,78.36
2024,p81,mid-case,avg,2034,72.58
2024,p81,mid-case,avg,2035,66.8
2024,p81,mid-case,avg,2036,64.58
2024,p81,mid-case,avg,2037,62.36
2024,p81,mid-case,avg,2038,60.14
2024,p81,mid-case,avg,2039,57.92
2024,p81,mid-case,avg,2040,55.7
2024,p81,mid-case,avg,2041,49.34
2024,p81,mid-case,avg,2042,42.98
2024,p81,mid-case,avg,2043,36.62
2024,p81,mid-case,avg,2044,30.26
2024,p81,mid-case,avg,2045,23.9
2024,p81,mid-case,avg,2046,23.18
2024,p81,mid-case,avg,2047,22.46
2024,p81,mid-case,avg,2048,21.74
2024,p81,mid-case,avg,2049,21.02
2024,p81,mid-case,avg,2050,20.3
2024,p81,mid-case,avg,2051,19.58
2024,p81,mid-case,avg,2052,18.86
2024,p81,mid-case,avg,2053,18.14
2024,p82,mid-case,avg,2024,177.78
2024,p82,mid-case,avg,2025,158.2
2024,p82,mid-case,avg,2026,138.62
2024,p82,mid-case,avg,2027,119.04
2024,p82,mid-case,avg,2028,99.46
2024,p82,mid-case,avg,2029,79.88
2024,p82,mid-case,avg,2030,60.3
2024,p82,mid-case,avg,2031,54.42
2024,p82,mid-case,avg,2032,48.54
2024,p82,mid-case,avg,2033,42.66
2024,p82,mid-case,avg,2034,36.78
2024,p82,mid-case,avg,2035,30.9
2024,p82,mid-case,avg,2036,30.68
2024,p82,mid-case,avg,2037,30.46
2024,p82,mid-case,avg,2038,30.24
2024,p82,mid-case,avg,2039,30.02
2024,p82,mid-case,avg,2040,29.8
2024,p82,mid-case,avg,2041,26.76
2024,p82,mid-case,avg,2042,23.72
2024,p82,mid-case,avg,2043,20.68
2024,p82,mid-case,avg,2044,17.64
2024,p82,mid-case,avg,2045,14.6
2024,p82,mid-case,avg,2046,14.4
2024,p82,mid-case,avg,2047,14.2
2024,p82,mid-case,avg,2048,14
2024,p82,mid-case,avg,2049,13.8
2024,p82,mid-case,avg,2050,13.6
2024,p82,mid-case,avg,2051,13.4
2024,p82,mid-case,avg,2052,13.2
2024,p82,mid-case,avg,2053,13
2024,p83,mid-case,avg,2024,364.28
2024,p83,mid-case,avg,2025,313.4
2024,p83,mid-case,avg,2026,262.52
2024,p83,mid-case,avg,2027,211.64
2024,p83,mid-case,avg,2028,160.76
2024,p83,mid-case,avg,2029,109.88
2024,p83,mid-case,avg,2030,59
2024,p83,mid-case,avg,2031,55.22
2024,p83,mid-case,avg,2032,51.44
2024,p83,mid-case,avg,2033,47.66
2024,p83,mid-case,avg,2034,43.88
2024,p83,mid-case,avg,2035,40.1
2024,p83,mid-case,avg,2036,40.88
2024,p83,mid-case,avg,2037,41.66
2024,p83,mid-case,avg,2038,42.44
2024,p83,mid-case,avg,2039,43.22
2024,p83,mid-case,avg,2040,44
2024,p83,mid-case,avg,2041,41.2
2024,p83,mid-case,avg,2042,38.4
2024,p83,mid-case,avg,2043,35.6
2024,p83,mid-case,avg,2044,32.8
2024,p83,mid-case,avg,2045,30
2024,p83,mid-case,avg,2046,30.36
2024,p83,mid-case,avg,2047,30.72
2024,p83,mid-case,avg,2048,31.08
2024,p83,mid-case,avg,2049,31.44
2024,p83,mid-case,avg,2050,31.8
2024,p83,mid-case,avg,2051,32.16
2024,p83,mid-case,avg,2052,32.52
2024,p83,mid-case,avg,2053,32.88
2024,p84,mid-case,avg,2024,790.14
2024,p84,mid-case,avg,2025,685
2024,p84,mid-case,avg,2026,579.86
2024,p84,mid-case,avg,2027,474.72
2024,p84,mid-case,avg,2028,369.58
2024,p84,mid-case,avg,2029,264.44
2024,p84,mid-case,avg,2030,159.3
2024,p84,mid-case,avg,2031,152.06
2024,p84,mid-case,avg,2032,144.82
2024,p84,mid-case,avg,2033,137.58
2024,p84,mid-case,avg,2034,130.34
2024,p84,mid-case,avg,2035,123.1
2024,p84,mid-case,avg,2036,116.88
2024,p84,mid-case,avg,2037,110.66
2024,p84,mid-case,avg,2038,104.44
2024,p84,mid-case,avg,2039,98.22
2024,p84,mid-case,avg,2040,92
2024,p84,mid-case,avg,2041,85.64
2024,p84,mid-case,avg,2042,79.28
2024,p84,mid-case,avg,2043,72.92
2024,p84,mid-case,avg,2044,66.56
2024,p84,mid-case,avg,2045,60.2
2024,p84,mid-case,avg,2046,55.22
2024,p84,mid-case,avg,2047,50.24
2024,p84,mid-case,avg,2048,45.26
2024,p84,mid-case,avg,2049,40.28
2024,p84,mid-case,avg,2050,35.3
2024,p84,mid-case,avg,2051,30.32
2024,p84,mid-case,avg,2052,25.34
2024,p84,mid-case,avg,2053,20.36
2024,p85,mid-case,avg,2024,476.3
2024,p85,mid-case,avg,2025,408.5
2024,p85,mid-case,avg,2026,340.7
2024,p85,mid-case,avg,2027,272.9
2024,p85,mid-case,avg,2028,205.1
2024,p85,mid-case,avg,2029,137.3
2024,p85,mid-case,avg,2030,69.5
2024,p85,mid-case,avg,2031,64.94
2024,p85,mid-case,avg,2032,60.38
2024,p85,mid-case,avg,2033,55.82
2024,p85,mid-case,avg,2034,51.26
2024,p85,mid-case,avg,2035,46.7
2024,p85,mid-case,avg,2036,46.04
2024,p85,mid-case,avg,2037,45.38
2024,p85,mid-case,avg,2038,44.72
2024,p85,mid-case,avg,2039,44.06
2024,p85,mid-case,avg,2040,43.4
2024,p85,mid-case,avg,2041,40.88
2024,p85,mid-case,avg,2042,38.36
2024,p85,mid-case,avg,2043,35.84
2024,p85,mid-case,avg,2044,33.32
2024,p85,mid-case,avg,2045,30.8
2024,p85,mid-case,avg,2046,32.7
2024,p85,mid-case,avg,2047,34.6
2024,p85,mid-case,avg,2048,36.5
2024,p85,mid-case,avg,2049,38.4
2024,p85,mid-case,avg,2050,40.3
2024,p85,mid-case,avg,2051,42.2
2024,p85,mid-case,avg,2052,44.1
2024,p85,mid-case,avg,2053,46
2024,p86,mid-case,avg,2024,390.6
2024,p86,mid-case,avg,2025,337.6
2024,p86,mid-case,avg,2026,284.6
2024,p86,mid-case,avg,2027,231.6
2024,p86,mid-case,avg,2028,178.6
2024,p86,mid-case,avg,2029,125.6
2024,p86,mid-case,avg,2030,72.6
2024,p86,mid-case,avg,2031,65.8
2024,p86,mid-case,avg,2032,59
2024,p86,mid-case,avg,2033,52.2
2024,p86,mid-case,avg,2034,45.4
2024,p86,mid-case,avg,2035,38.6
2024,p86,mid-case,avg,2036,36.86
2024,p86,mid-case,avg,2037,35.12
2024,p86,mid-case,avg,2038,33.38
2024,p86,mid-case,avg,2039,31.64
2024,p86,mid-case,avg,2040,29.9
2024,p86,mid-case,avg,2041,27.8
2024,p86,mid-case,avg,2042,25.7
2024,p86,mid-case,avg,2043,23.6
2024,p86,mid-case,avg,2044,21.5
2024,p86,mid-case,avg,2045,19.4
2024,p86,mid-case,avg,2046,20.46
2024,p86,mid-case,avg,2047,21.52
2024,p86,mid-case,avg,2048,22.58
2024,p86,mid-case,avg,2049,23.64
2024,p86,mid-case,avg,2050,24.7
2024,p86,mid-case,avg,2051,25.76
2024,p86,mid-case,avg,2052,26.82
2024,p86,mid-case,avg,2053,27.88
2024,p87,mid-case,avg,2024,451.24
2024,p87,mid-case,avg,2025,398.2
2024,p87,mid-case,avg,2026,345.16
2024,p87,mid-case,avg,2027,292.12
2024,p87,mid-case,avg,2028,239.08
2024,p87,mid-case,avg,2029,186.04
2024,p87,mid-case,avg,2030,133
2024,p87,mid-case,avg,2031,117.54
2024,p87,mid-case,avg,2032,102.08
2024,p87,mid-case,avg,2033,86.62
2024,p87,mid-case,avg,2034,71.16
2024,p87,mid-case,avg,2035,55.7
2024,p87,mid-case,avg,2036,51.72
2024,p87,mid-case,avg,2037,47.74
2024,p87,mid-case,avg,2038,43.76
2024,p87,mid-case,avg,2039,39.78
2024,p87,mid-case,avg,2040,35.8
2024,p87,mid-case,avg,2041,35.06
2024,p87,mid-case,avg,2042,34.32
2024,p87,mid-case,avg,2043,33.58
2024,p87,mid-case,avg,2044,32.84
2024,p87,mid-case,avg,2045,32.1
2024,p87,mid-case,avg,2046,34.08
2024,p87,mid-case,avg,2047,36.06
2024,p87,mid-case,avg,2048,38.04
2024,p87,mid-case,avg,2049,40.02
2024,p87,mid-case,avg,2050,42
2024,p87,mid-case,avg,2051,43.98
2024,p87,mid-case,avg,2052,45.96
2024,p87,mid-case,avg,2053,47.94
2024,p88,mid-case,avg,2024,635.08
2024,p88,mid-case,avg,2025,545.2
2024,p88,mid-case,avg,2026,455.32
2024,p88,mid-case,avg,2027,365.44
2024,p88,mid-case,avg,2028,275.56
2024,p88,mid-case,avg,2029,185.68
2024,p88,mid-case,avg,2030,95.8
2024,p88,mid-case,avg,2031,91.82
2024,p88,mid-case,avg,2032,87.84
2024,p88,mid-case,avg,2033,83.86
2024,p88,mid-case,avg,2034,79.88
2024,p88,mid-case,avg,2035,75.9
2024,p88,mid-case,avg,2036,72.4
2024,p88,mid-case,avg,2037,68.9
2024,p88,mid-case,avg,2038,65.4
2024,p88,mid-case,avg,2039,61.9
2024,p88,mid-case,avg,2040,58.4
2024,p88,mid-case,avg,2041,59.76
2024,p88,mid-case,avg,2042,61.12
2024,p88,mid-case,avg,2043,62.48
2024,p88,mid-case,avg,2044,63.84
2024,p88,mid-case,avg,2045,65.2
2024,p88,mid-case,avg,2046,68.7
2024,p88,mid-case,avg,2047,72.2
2024,p88,mid-case,avg,2048,75.7
2024,p88,mid-case,avg,2049,79.2
2024,p88,mid-case,avg,2050,82.7
2024,p88,mid-case,avg,2051,86.2
2024,p88,mid-case,avg,2052,89.7
2024,p88,mid-case,avg,2053,93.2
2024,p89,mid-case,avg,2024,487.56
2024,p89,mid-case,avg,2025,440
2024,p89,mid-case,avg,2026,392.44
2024,p89,mid-case,avg,2027,344.88
2024,p89,mid-case,avg,2028,297.32
2024,p89,mid-case,avg,2029,249.76
2024,p89,mid-case,avg,2030,202.2
2024,p89,mid-case,avg,2031,201.42
2024,p89,mid-case,avg,2032,200.64
2024,p89,mid-case,avg,2033,199.86
2024,p89,mid-case,avg,2034,199.08
2024,p89,mid-case,avg,2035,198.3
2024,p89,mid-case,avg,2036,189.88
2024,p89,mid-case,avg,2037,181.46
2024,p89,mid-case,avg,2038,173.04
2024,p89,mid-case,avg,2039,164.62
2024,p89,mid-case,avg,2040,156.2
2024,p89,mid-case,avg,2041,155.12
2024,p89,mid-case,avg,2042,154.04
2024,p89,mid-case,avg,2043,152.96
2024,p89,mid-case,avg,2044,151.88
2024,p89,mid-case,avg,2045,150.8
2024,p89,mid-case,avg,2046,155.36
2024,p89,mid-case,avg,2047,159.92
2024,p89,mid-case,avg,2048,164.48
